VertexCount,IndicesCount,TriangleCount,TotalTime,AverageTime
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,63
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,61
603,2316,772,59881,66
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,64
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,63
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,63
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,62
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,63
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,69
603,2316,772,59881,63
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,63
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,63
603,2316,772,59881,63
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,64
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,63
603,2316,772,59881,63
603,2316,772,59881,64
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,65
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,63
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,62
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,62
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,64
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,62
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,58
603,2316,772,59881,61
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,59
603,2316,772,59881,60
603,2316,772,59881,59
603,2316,772,59881,61
603,2316,772,59881,58
603,2316,772,59881,60
603,2316,772,59881,61
603,2316,772,59881,59
603,2316,772,59881,60
