VertexCount,IndicesCount,TriangleCount,TotalTime,IndividualTime
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,32
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,31
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
359,1413,471,29396,29
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,29
359,1413,471,29396,30
359,1413,471,29396,28
