VertexCount,IndicesCount,TriangleCount,TotalTime,IndividualTime
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,2
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
76,240,80,1099,1
